C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.18CEST01:53:29

maintype = G & redshift >0 & Distance.distance <  50 & Distance.distance  >= 40 & Distance.unit = Mpc
-----------------------------------------------------------------------------------------------------

Number of objects : 692

 # ;            identifier             ;typ;   radvel   ;  redshift  ;     cz     ;#dist; distance Q unit;  err-        err+     ; method ;     reference     
523;ESO 58-28                          ;G  ;3604.3      ;0.012096    ;3626.23     ;    1;   45.50    Mpc ;                       ;        ;2016AJ....152...50T
524;ESO 264-48                         ;G  ;2859.2      ;0.009583    ;2872.97     ;    1;   48.53    Mpc ;                       ;        ;2016AJ....152...50T
525;ESO 35-3                           ;G  ;4328        ;0.014542    ;4359.70     ;    1;   48.75    Mpc ;                       ;        ;2016AJ....152...50T
526;NGC 2199                           ;G  ;4500        ;0.015124    ;4534.06     ;    1;   60.81    Mpc ;                       ;        ;2016AJ....152...50T
527;ESO 61-8                           ;G  ;3372        ;0.011312    ;3391.18     ;    1;   44.46    Mpc ;  -5.00       +5.00    ;T-F     ;2020ApJ...902..145K
528;ESO 242-20                         ;G  ;3367.1      ;0.011295    ;3386.22     ;    1;   48.0     Mpc ;                       ;redshift;2006ApJS..165..307M
529;ESO 242-18                         ;G  ;3546.9      ;0.011902    ;3568.13     ;    1;   47.86    Mpc ;                       ;        ;2016AJ....152...50T
530;FRL 284                            ;G  ;5820        ;0.019606    ;5877.61     ;    1;   48.31    Mpc ;                       ;        ;2016AJ....152...50T
531;ESO 194-21                         ;G  ;3301        ;0.011072    ;3319.38     ;    1;   47.21    Mpc ;                       ;        ;2016AJ....152...50T
532;ESO 12-10                          ;G  ;1935.4      ;0.006477    ;1941.69     ;    1;   48.08    Mpc ;                       ;        ;2016AJ....152...50T
533;ESO 110-29                         ;G  ;4406        ;0.01481     ;4439.0      ;    1;   44.87    Mpc ;                       ;        ;2016AJ....152...50T
534;NGC 7796                           ;G  ;3357        ;0.011261    ;3375.96     ;    1;   48.75    Mpc ;                       ;        ;2016AJ....152...50T
535;ESO 40-12                          ;G  ;2662.3      ;0.008920    ;2674.23     ;    1;   39.99    Mpc ;                       ;        ;2016AJ....152...50T
536;ESO 11-5                           ;G  ;2974.3      ;0.009971    ;2989.20     ;    1;   50.58    Mpc ;  -6.60       +6.60    ;T-F     ;2020ApJ...902..145K
537;NGC 7702                           ;G  ;3159        ;0.010594    ;3176.00     ;    1;   40.36    Mpc ;                       ;        ;2016AJ....152...50T
538;ESO 109-32                         ;G  ;3359.6      ;0.011270    ;3378.64     ;    1;   48.31    Mpc ;                       ;        ;2016AJ....152...50T
539;IC 5328                            ;G  ;3063        ;0.010270    ;3078.87     ;    1;   37.15    Mpc ;                       ;        ;2016AJ....152...50T
540;NGC 7216                           ;G  ;3460        ;0.011608    ;3479.99     ;    1;   31.48    Mpc ;                       ;        ;2016AJ....152...50T
541;NGC 5799                           ;G  ;3075        ;0.010310    ;3090.86     ;    1;   24.66    Mpc ;                       ;        ;2016AJ....152...50T
542;NGC 6932                           ;G  ;3683        ;0.012362    ;3706.03     ;    1;   45.29    Mpc ;                       ;        ;2016AJ....152...50T
543;IC 5071                            ;G  ;3112.5      ;0.010437    ;3128.83     ;    1;   37.84    Mpc ;  -2.04       +2.04    ;T-F     ;2020ApJ...902..145K
544;ESO 108-23                         ;G  ;3062.2      ;0.010267    ;3078.00     ;    1;   44.5     Mpc ;                       ;redshift;2006ApJS..165..307M
545;NGC 6943                           ;G  ;3121.9      ;0.010468    ;3138.33     ;    1;   35.97    Mpc ;                       ;        ;2016AJ....152...50T
546;ESO 107-4                          ;G  ;3166        ;0.010617    ;3182.90     ;    1;   24.77    Mpc ;                       ;        ;2016AJ....152...50T
547;NGC 7400                           ;G  ;2997.4      ;0.010049    ;3012.54     ;    1;   44.26    Mpc ;                       ;        ;2016AJ....152...50T
548;ESO 71-4                           ;G  ;3348.0      ;0.011231    ;3366.91     ;    1;   42.66    Mpc ;                       ;        ;2016AJ....152...50T
549;NGC 6844                           ;G  ;3041.9      ;0.010199    ;3057.49     ;    1;   44.3     Mpc ;                       ;redshift;2006ApJS..165..307M
550;ESO 144-10                         ;G  ;4275        ;0.014363    ;4305.92     ;    1;   49.89    Mpc ;                       ;        ;2016AJ....152...50T
551;NGC 7140                           ;G  ;2968.8      ;0.009952    ;2983.65     ;    1;   23.88    Mpc ;  -2.58       +2.58    ;T-F     ;2020ApJ...902..145K
552;NGC 7196                           ;G  ;2914        ;0.009767    ;2928.07     ;    1;   45.29    Mpc ;                       ;        ;2016AJ....152...50T
553;ESO 289-10                         ;G  ;2758.1      ;0.009243    ;2770.90     ;    1;   38.55    Mpc ;  -3.30       +3.30    ;T-F     ;2020ApJ...902..145K
554;NGC 6492                           ;G  ;4334        ;0.014563    ;4365.79     ;    1;   58.88    Mpc ;  -6.09       +6.09    ;T-F     ;2020ApJ...902..145K
555;IC 4758                            ;G  ;4486        ;0.015077    ;4520.07     ;    1;   48.31    Mpc ;  -8.26       +8.26    ;T-F     ;2020ApJ...902..145K
556;NGC 7007                           ;G  ;2962        ;0.009930    ;2976.94     ;    1;   22.91    Mpc ;                       ;        ;2016AJ....152...50T
557;ESO 271-22                         ;G  ;3009.1      ;0.010088    ;3024.35     ;    1;   39.99    Mpc ;  -3.96       +3.96    ;T-F     ;2020ApJ...902..145K
558;IC 4785                            ;G  ;3643.5      ;0.012228    ;3665.91     ;    1;   47.21    Mpc ;  -5.10       +5.10    ;T-F     ;2020ApJ...902..145K
559;NGC 6942                           ;G  ;3264        ;0.010947    ;3281.96     ;    1;   41.88    Mpc ;                       ;        ;2016AJ....152...50T
560;ESO 186-65                         ;G  ;3445        ;0.011558    ;3465.00     ;    1;   36.98    Mpc ;                       ;        ;2016AJ....152...50T
561;IC 4736                            ;G  ;3398.7      ;0.011402    ;3418.19     ;    1;   46.77    Mpc ;                       ;        ;2016AJ....152...50T
562;IC 4775                            ;G  ;3522        ;0.011818    ;3542.93     ;    1;   49.89    Mpc ;                       ;        ;2016AJ....152...50T
563;IC 4840                            ;G  ;4046        ;0.013589    ;4073.88     ;    1;   41.69    Mpc ;                       ;        ;2016AJ....152...50T
564;NGC 6799                           ;G  ;3388.1      ;0.011366    ;3407.46     ;    1;   48.53    Mpc ;                       ;        ;2016AJ....152...50T
565;ESO 272-24                         ;G  ;4824.0      ;0.016223    ;4863.44     ;    1;   42.07    Mpc ;  -3.79       +3.79    ;T-F     ;2020ApJ...902..145K
566;ESO 233-42                         ;G  ;2531        ;0.008479    ;2541.94     ;    1;   41.88    Mpc ;                       ;        ;2016AJ....152...50T
567;ESO 233-50                         ;G  ;5236        ;0.017622    ;5282.94     ;    1;   44.26    Mpc ;                       ;        ;2016AJ....152...50T
568;ESO 284-21                         ;G  ;5800        ;0.019538    ;5857.21     ;    1;   46.56    Mpc ;  -7.96       +7.96    ;T-F     ;2020ApJ...902..145K
569;ESO 285-5                          ;G  ;2958.4      ;0.009917    ;2973.14     ;    1;   40       Mpc ;                       ;        ;2007ApJS..173..185G
570;ESO 285-9                          ;G  ;3090.3      ;0.010362    ;3106.39     ;    1;   42       Mpc ;                       ;        ;2007ApJS..173..185G
571;ESO 340-8                          ;G  ;2821.3      ;0.009456    ;2834.70     ;    1;   47.42    Mpc ;                       ;        ;2016AJ....152...50T
572;ESO 340-28                         ;G  ;4332        ;0.014556    ;4363.76     ;    1;   48.31    Mpc ;                       ;        ;2016AJ....152...50T
573;LEDA 43593                         ;G  ;2496        ;0.008361    ;2506.48     ;    1;   42.85    Mpc ;                       ;        ;2016AJ....152...50T
574;IC 694                             ;G  ;3931        ;0.0132      ;3957        ;    1;   52.6     Mpc ;                       ;T-F     ;2011PASP..123.1011A
575;LEDA 1180903                       ;G  ;2423        ;0.008115    ;2432.87     ;    1;   47.86    Mpc ;  -4.31       +4.31    ;T-F     ;2020ApJ...902..145K
576;LEDA 1470737                       ;G  ;4814        ;0.01619     ;4853.6      ;    1;   44.87    Mpc ;  -3.84       +3.84    ;T-F     ;2020ApJ...902..145K
577;LEDA 1189777                       ;G  ;2695        ;0.009030    ;2707.22     ;    1;   45.29    Mpc ;  -5.50       +5.50    ;T-F     ;2020ApJ...902..145K
578;ESO 145-18A                        ;G  ;3082        ;0.010334    ;3098.06     ;    1;   45.5     Mpc ;                       ;        ;2007ApJ...661..801O
579;AGC 227905                         ;G  ;2754        ;0.009229    ;2766.77     ;    1;   40.52    Mpc ;                       ;        ;2008AJ....136..713K
580;AGC 227906                         ;G  ;2771        ;0.009286    ;2783.93     ;    1;   40.75    Mpc ;                       ;        ;2008AJ....136..713K
581;LEDA 3090638                       ;G  ;2651        ;0.008882    ;2662.83     ;    1;   40.6     Mpc ;                       ;        ;2007AJ....133.2569G
582;LEDA 1210567                       ;G  ;19303       ;0.0666      ;19966       ;    1;   61.66    Mpc ;  -9.43       +9.43    ;T-F     ;2020ApJ...902..145K
583;SDSS J023136.90+263234.6           ;G  ;3691        ;0.012389    ;3714.00     ;    1;   49.8     Mpc ;                       ;        ;2008AJ....135..588S
584;LEDA 1401917                       ;G  ;8737        ;0.02958     ;8867.9      ;    1;   46.77    Mpc ;  -3.37       +3.37    ;T-F     ;2020ApJ...902..145K
585;2MFGC 17335                        ;G  ;4477        ;0.015047    ;4510.93     ;    1;   42.27    Mpc ;  -8.75       +8.75    ;T-F     ;2020ApJ...902..145K
586;HIPASS J0224-24                    ;G  ;3092.0      ;0.010368    ;3108.11     ;    1;   43.1     Mpc ;                       ;redshift;2006ApJS..165..307M
587;HIPASS J0504-16                    ;G  ;3342.6      ;0.011213    ;3361.44     ;    1;   47.7     Mpc ;                       ;redshift;2006ApJS..165..307M
588;HIPASS J2149-60                    ;G  ;3081.5      ;0.010332    ;3097.50     ;    1;   45.5     Mpc ;                       ;redshift;2006ApJS..165..307M
589;LEDA 1382204                       ;G  ;2572        ;0.008616    ;2583.13     ;    1;   45.08    Mpc ; -15.42      +15.42    ;T-F     ;2020ApJ...902..145K
590;LEDA 1177883                       ;G  ;8315        ;0.028131    ;8433.58     ;    1;   49.43    Mpc ; -34.26      +34.26    ;T-F     ;2020ApJ...902..145K
591;SDSS J114604.04+113452.7           ;G  ;2965        ;0.009940    ;2979.81     ;    1;   43.64    Mpc ;                       ;        ;2008AJ....136..713K
592;ESO 496-3                          ;G  ;2384        ;0.00799     ;2394.0      ;    1;   37.33    Mpc ;                       ;        ;2016AJ....152...50T
593;ESO 564-32                         ;G  ;2765.4      ;0.009267    ;2778.27     ;    1;   41.11    Mpc ;  -3.33       +3.33    ;T-F     ;2020ApJ...902..145K
594;ESO 571-16                         ;G  ;3614        ;0.012128    ;3636.00     ;    1;   49.20    Mpc ;                       ;        ;2016AJ....152...50T
595;UGC 4640                           ;G  ;3302.9      ;0.011079    ;3321.30     ;    1;   45.92    Mpc ;  -3.72       +3.72    ;T-F     ;2020ApJ...902..145K
596;MCG-02-32-005                      ;G  ;4279.1      ;0.014377    ;4310.08     ;    1;   42.46    Mpc ;  -7.83       +7.83    ;T-F     ;2020ApJ...902..145K
597;MCG+00-37-009                      ;G  ;2769.7      ;0.009282    ;2782.61     ;    1;   40.3     Mpc ;                       ;redshift;2011MNRAS.413..813C
598;ESO 581-6                          ;G  ;3104        ;0.01041     ;3120.0      ;    1; 1765.848   pc  ;-166.2012   +166.2012  ;paral   ;2020yCat.1350....0G
599;LEDA 28396                         ;G  ;2873        ;0.009630    ;2886.90     ;    1;   47.86    Mpc ;  -9.05       +9.05    ;T-F     ;2020ApJ...902..145K
600;6dFGS gJ102429.8-290902            ;G  ;3740        ;0.012554    ;3763.62     ;    1;   64.86    Mpc ; -18.39      +18.39    ;T-F     ;2020ApJ...902..145K
601;ESO 377-4                          ;G  ;3155        ;0.010580    ;3171.78     ;    1;   43.25    Mpc ;  -8.95       +8.95    ;T-F     ;2020ApJ...902..145K
602;ESO 443-80                         ;G  ;2114.9      ;0.007080    ;2122.41     ;    1;   29.38    Mpc ;  -3.57       +3.57    ;T-F     ;2020ApJ...902..145K
603;LEDA 213879                        ;G  ;3267        ;0.010958    ;3285.00     ;    1;   49.2     Mpc ;                       ;        ;2007AJ....133.2569G
604;SDSS J114904.35+133745.9           ;G  ;2981        ;0.009993    ;2995.97     ;    1;   45.1     Mpc ;                       ;        ;2007AJ....133.2569G
605;SDSS J114940.11+122338.6           ;G  ;3205        ;0.01075     ;3222.8      ;    1;   48.2     Mpc ;                       ;        ;2007AJ....133.2569G
606;LEDA 4001653                       ;G  ;2761        ;0.009253    ;2773.83     ;    1;   33.88    Mpc ;  -3.20       +3.20    ;T-F     ;2020ApJ...902..145K
607;SDSS J125906.25+142547.0           ;G  ;2671        ;0.008950    ;2683.01     ;    1;   40.9     Mpc ;                       ;        ;2007AJ....133.2569G
608;SDSS J130252.47+130922.1           ;G  ;3074        ;0.010307    ;3089.92     ;    1;   46.4     Mpc ;                       ;        ;2007AJ....133.2569G
609;SDSS J000704.63+270125.5           ;G  ;2963        ;0.009933    ;2977.79     ;    1;   41.7     Mpc ;                       ;        ;2008AJ....135..588S
610;SDSS J012102.05+260519.9           ;G  ;3103        ;0.010405    ;3119.23     ;    1;   42.2     Mpc ;                       ;        ;2008AJ....135..588S
611;LEDA 5057356                       ;G  ;3680        ;0.012351    ;3702.87     ;    1;   32.51    Mpc ; -16.09      +16.09    ;T-F     ;2020ApJ...902..145K
612;LEDA 1759841                       ;G  ;7492        ;0.025311    ;7588.00     ;    1;   43.45    Mpc ; -12.71      +12.71    ;T-F     ;2020ApJ...902..145K
613;SDSS J235821.68+271659.8           ;G  ;2900        ;0.009721    ;2914.16     ;    1;   41.0     Mpc ;                       ;        ;2008AJ....135..588S
614;LEDA 1401182                       ;G  ;3081        ;0.01033     ;3096.9      ;    1;   45.10    Mpc ;                       ;        ;2008AJ....136..713K
615;SDSS J114553.76+095359.1           ;G  ;2919        ;0.009785    ;2933.35     ;    1;   42.96    Mpc ;                       ;        ;2008AJ....136..713K
616;LEDA 4001590                       ;G  ;3158        ;0.01059     ;3174.8      ;    1;   47.95    Mpc ;  -3.22       +3.22    ;redshift;2015ApJ...809..146B
617;SDSS J120101.11+092421.5           ;G  ;3304        ;0.011082    ;3322.41     ;    1;   48.19    Mpc ;                       ;        ;2008AJ....136..713K
618;LEDA 1373048                       ;G  ;2745        ;0.009199    ;2757.68     ;    1;   40.52    Mpc ;                       ;        ;2008AJ....136..713K
619;LEDA 1388496                       ;G  ;2792        ;0.009357    ;2805.12     ;    1;   41.20    Mpc ;                       ;        ;2008AJ....136..713K
620;LEDA 1372513                       ;G  ;3140        ;0.01053     ;3156.8      ;    1;   44.60    Mpc ;  -2.89       +2.89    ;redshift;2015ApJ...809..146B
621;SDSS J130841.90+091140.8           ;G  ;3124        ;0.010475    ;3140.45     ;    1;   45.56    Mpc ;                       ;        ;2008AJ....136..713K
622;LEDA 4374112                       ;G  ;7047        ;0.023789    ;7131.81     ;    1;   48.53    Mpc ; -16.16      +16.16    ;T-F     ;2020ApJ...902..145K
623;LEDA 5059907                       ;G  ;3294        ;0.011049    ;3312.30     ;    1;   44.46    Mpc ;  -4.00       +4.00    ;T-F     ;2020ApJ...902..145K
624;SDSS J094731.39+102931.5           ;G  ;3108        ;0.01042     ;3123.8      ;    1;   46.62    Mpc ;  -2.25       +2.25    ;redshift;2015ApJ...809..146B
625;SDSS J095043.15+095703.7           ;G  ;2977        ;0.009980    ;2991.93     ;    1;   44.36    Mpc ;  -2.07       +2.07    ;redshift;2015ApJ...809..146B
626;LEDA 4000181                       ;G  ;2835        ;0.009502    ;2848.53     ;    1;   68.87    Mpc ;  -7.75       +7.75    ;T-F     ;2020ApJ...902..145K
627;SDSS J111938.65+112643.3           ;G  ;3051        ;0.01023     ;3066.9      ;    1;   44.64    Mpc ;  -2.86       +2.86    ;redshift;2015ApJ...809..146B
628;LEDA 3530253                       ;G  ;1621        ;0.005422    ;1625.41     ;    1;   46.99    Mpc ;  -4.86       +4.86    ;T-F     ;2020ApJ...902..145K
629;IC 677                             ;G  ;3223        ;0.01081     ;3240.8      ;    1;   48.08    Mpc ;  -3.68       +3.68    ;T-F     ;2020ApJ...902..145K
630;2MASX J07442148-2602486            ;G  ;2753.7      ;0.009228    ;2766.46     ;    1;   42.46    Mpc ;  -6.11       +6.11    ;T-F     ;2020ApJ...902..145K
631;[KSW2012] 2                        ;G  ;3250        ;0.0109      ;3268        ;    1;   44.9     Mpc ;                       ;redshift;2012AJ....143..145K
632;[KSW2012] 3                        ;G  ;3280        ;0.0110      ;3298        ;    1;   45.3     Mpc ;                       ;redshift;2012AJ....143..145K
633;LEDA 1373744                       ;G  ;3308        ;0.011096    ;3326.45     ;    1;   50.69    Mpc ;  -1.64       +1.64    ;redshift;2015ApJ...809..146B
634;[KSW2012] 8                        ;G  ;3487        ;0.0117      ;3508        ;    1;   48.8     Mpc ;                       ;redshift;2012AJ....143..145K
635;LEDA 4319903                       ;G  ;2202        ;0.007372    ;2210.15     ;    1;   45.71    Mpc ;  -4.11       +4.11    ;T-F     ;2020ApJ...902..145K
636;LEDA 4117578                       ;G  ;1803        ;0.006032    ;1808.45     ;    1;   44.87    Mpc ;  -4.44       +4.44    ;T-F     ;2020ApJ...902..145K
637;LEDA 1729964                       ;G  ;1958        ;0.006553    ;1964.44     ;    1;   41.50    Mpc ;  -9.71       +9.71    ;T-F     ;2020ApJ...902..145K
638;SDSS J084612.45+071601.4           ;G  ;2938        ;0.009849    ;2952.54     ;    1;   46.79    Mpc ;  -1.79       +1.79    ;redshift;2015ApJ...809..146B
639;SDSS J091549.45+093850.5           ;G  ;2731        ;0.009152    ;2743.55     ;    1;   42.58    Mpc ;  -1.97       +1.97    ;redshift;2015ApJ...809..146B
640;LEDA 5060161                       ;G  ;5898        ;0.01987     ;5956.9      ;    1;   49.66    Mpc ;  -4.92       +4.92    ;T-F     ;2020ApJ...902..145K
641;SDSS J100733.19+130623.6           ;G  ;3019        ;0.01012     ;3033.9      ;    1;   40.89    Mpc ;  -1.97       +1.97    ;redshift;2015ApJ...809..146B
642;LEDA 1502532                       ;G  ;3259        ;0.01093     ;3276.7      ;    1;   49.99    Mpc ;  -2.72       +2.72    ;redshift;2015ApJ...809..146B
643;SDSS J105935.63+144407.7           ;G  ;3090        ;0.01036     ;3105.8      ;    1;   46.37    Mpc ;  -2.68       +2.68    ;redshift;2015ApJ...809..146B
644;LEDA 1295846                       ;G  ;3434        ;0.01152     ;3453.6      ;    1;   44.06    Mpc ;  -6.94       +6.94    ;T-F     ;2020ApJ...902..145K
645;LEDA 1719265                       ;G  ;3380        ;0.01134     ;3399.6      ;    1;   49.91    Mpc ;  -3.68       +3.68    ;redshift;2015ApJ...809..146B
646;LEDA 1333641                       ;G  ;5457        ;0.01837     ;5507.2      ;    1;   41.30    Mpc ;  -3.53       +3.53    ;T-F     ;2020ApJ...902..145K
647;LEDA 1391373                       ;G  ;3875        ;0.01301     ;3900.3      ;    1;   46.13    Mpc ;  -6.44       +6.44    ;T-F     ;2020ApJ...902..145K
648;LEDA 1309725                       ;G  ;3434        ;0.01152     ;3453.6      ;    1;   75.51    Mpc ;  -5.78       +5.78    ;T-F     ;2020ApJ...902..145K
649;SDSS J153854.28+083537.3           ;G  ;3490        ;0.01171     ;3510.6      ;    1;   48.53    Mpc ;  -2.11       +2.11    ;redshift;2015ApJ...809..146B
650;SDSS J161407.89+104358.6           ;G  ;3288        ;0.01103     ;3306.7      ;    1;   45.04    Mpc ;  -1.97       +1.97    ;redshift;2015ApJ...809..146B
651;SDSS J161410.82+095412.4           ;G  ;3229        ;0.01083     ;3246.8      ;    1;   43.99    Mpc ;  -1.89       +1.89    ;redshift;2015ApJ...809..146B
652;LEDA 3960875                       ;G  ;4658        ;0.015660    ;4694.76     ;    1;   43.65    Mpc ;  -3.54       +3.54    ;T-F     ;2020ApJ...902..145K
653;LEDA 5059564                       ;G  ;4515        ;0.015176    ;4549.52     ;    1;   49.89    Mpc ;  -4.27       +4.27    ;T-F     ;2020ApJ...902..145K
654;SDSS J225115.95+144914.7           ;G  ;3540        ;0.01188     ;3561.5      ;    1;   49.19    Mpc ;  -2.29       +2.29    ;redshift;2015ApJ...809..146B
655;SDSS J104436.57+212217.3           ;G  ;2759        ;0.009246    ;2771.81     ;    1;   40.39    Mpc ;  -2.11       +2.11    ;redshift;2015ApJ...809..146B
656;LEDA 2036114                       ;G  ;1608        ;0.005378    ;1612.34     ;    1;   49.66    Mpc ;  -6.48       +6.48    ;T-F     ;2020ApJ...902..145K
657;SDSS J110756.36+194622.2           ;G  ;2813        ;0.009428    ;2826.32     ;    1;   40.74    Mpc ;  -2.07       +2.07    ;redshift;2015ApJ...809..146B
658;SDSS J161813.55+203144.4           ;G  ;2915        ;0.00977     ;2929.0      ;    1;   40.38    Mpc ;  -1.71       +1.71    ;redshift;2015ApJ...809..146B
659;SDSS J212202.26+095310.6           ;G  ;2977        ;0.00998     ;2991.9      ;    1;   41.63    Mpc ;  -1.57       +1.57    ;redshift;2015ApJ...809..146B
660;LEDA 1365712                       ;G  ;5159        ;0.017359    ;5204.16     ;    1;   42.07    Mpc ; -15.52      +15.52    ;T-F     ;2020ApJ...902..145K
661;LEDA 1365943                       ;G  ;3081        ;0.01033     ;3096.9      ;    1;   46.24    Mpc ;  -2.22       +2.22    ;redshift;2015ApJ...809..146B
662;LEDA 2365249                       ;G  ;3170        ;0.01063     ;3186.8      ;    1;   46.16    Mpc ;  -1.86       +1.86    ;redshift;2015ApJ...809..146B
663;LEDA 1893620                       ;G  ;3158        ;0.01059     ;3174.8      ;    1;   43.45    Mpc ;  -2.11       +2.11    ;redshift;2015ApJ...809..146B
664;LEDA 1538426                       ;G  ;3318        ;0.01113     ;3336.7      ;    1;   47.08    Mpc ;  -2.18       +2.18    ;redshift;2015ApJ...809..146B
665;LEDA 1214107                       ;G  ;3725        ;0.012503    ;3748.43     ;    1;   46.99    Mpc ; -32.99      +32.99    ;T-F     ;2020ApJ...902..145K
666;LEDA 1403688                       ;G  ;3526        ;0.01183     ;3546.5      ;    1;   41.69    Mpc ;  -6.57       +6.57    ;T-F     ;2020ApJ...902..145K
667;LEDA 1327562                       ;G  ;3160        ;0.010597    ;3176.83     ;    1;   49.89    Mpc ;  -3.59       +3.59    ;T-F     ;2020ApJ...902..145K
668;AGC 310692                         ;G  ;3540        ;0.01188     ;3561.5      ;    1;   46.85    Mpc ;  -1.79       +1.79    ;redshift;2015ApJ...809..146B
669;SDSS J094919.82+095513.7           ;G  ;3042        ;0.01020     ;3057.9      ;    1;   45.67    Mpc ;  -2.18       +2.18    ;redshift;2015ApJ...809..146B
670;SDSS J110615.73+123956.8           ;G  ;3185        ;0.01068     ;3201.8      ;    1;   47.82    Mpc ;  -2.68       +2.68    ;redshift;2015ApJ...809..146B
671;LEDA 4576589                       ;G  ;3149        ;0.01056     ;3165.8      ;    1;   61.38    Mpc ;  -5.52       +5.52    ;T-F     ;2020ApJ...902..145K
672;SDSS J140217.83+224333.0           ;G  ;3105        ;0.010411    ;3121.25     ;    1;   44.03    Mpc ;  -1.93       +1.93    ;redshift;2015ApJ...809..146B
673;SDSS J140049.05+224549.1           ;G  ;3048        ;0.01022     ;3063.9      ;    1;   43.63    Mpc ;  -1.93       +1.93    ;redshift;2015ApJ...809..146B
674;ZOA J04551442+4538151              ;G  ;3336        ;0.011191    ;3355.00     ;    1;   48       Mpc ;                       ;redshift;2016MNRAS.460..923R
675;ZOA J04572112+4541355              ;G  ;3400        ;0.011408    ;3420.00     ;    1;   49       Mpc ;                       ;redshift;2016MNRAS.460..923R
676;ZOA J05003987+4531202              ;G  ;3363        ;0.011281    ;3382.00     ;    1;   48       Mpc ;                       ;redshift;2016MNRAS.460..923R
677;ZOA J05011724+4547323              ;G  ;3349        ;0.011234    ;3368.00     ;    1;   48       Mpc ;                       ;redshift;2016MNRAS.460..923R
678;ZOA J05025686+4512304              ;G  ;3249        ;0.010898    ;3267.00     ;    1;   47       Mpc ;                       ;redshift;2016MNRAS.460..923R
679;ZOA J04453370+4411279              ;G  ;2838        ;0.009513    ;2852.00     ;    1;   41       Mpc ;                       ;redshift;2016MNRAS.460..923R
680;ZOA J04475221+4519003              ;G  ;3262        ;0.010941    ;3280.00     ;    1;   47       Mpc ;                       ;redshift;2016MNRAS.460..923R
681;ZOA J04484501+4356104              ;G  ;3391        ;0.011375    ;3410.00     ;    1;   49       Mpc ;                       ;redshift;2016MNRAS.460..923R
682;ZOA J04500227+4449075              ;G  ;3441        ;0.011545    ;3461.00     ;    1;   49       Mpc ;                       ;redshift;2016MNRAS.460..923R
683;ZOA J05004576+4544544              ;G  ;3422        ;0.011481    ;3442.00     ;    1;   49       Mpc ;                       ;redshift;2016MNRAS.460..923R
684;ZOA J05030974+4531026              ;G  ;2877        ;0.009643    ;2891.00     ;    1;   41       Mpc ;                       ;redshift;2016MNRAS.460..923R
685;LEDA 6724508                       ;G  ;4888        ;0.016440    ;4928.51     ;    1;   46.56    Mpc ;  -5.87       +5.87    ;T-F     ;2020ApJ...902..145K
686;LEDA 5807393                       ;G  ;3156        ;0.010583    ;3172.79     ;    1;   49.66    Mpc ;  -7.60       +7.60    ;T-F     ;2020ApJ...902..145K
687;LEDA 5807554                       ;G  ;5253        ;0.017678    ;5299.84     ;    1;   46.34    Mpc ;  -4.80       +4.80    ;T-F     ;2020ApJ...902..145K
688;LEDA 5807576                       ;G  ;5202        ;0.017505    ;5247.93     ;    1;   44.67    Mpc ; -72.76      +72.76    ;T-F     ;2020ApJ...902..145K
689;LEDA 4095559                       ;G  ;3675        ;0.012335    ;3697.80     ;    1;   49.20    Mpc ;  -9.30       +9.30    ;T-F     ;2020ApJ...902..145K
690;LEDA 5807967                       ;G  ;8876        ;0.030059    ;9011.38     ;    1;   49.43    Mpc ; -22.47      +22.47    ;T-F     ;2020ApJ...902..145K
691;LEDA 5808707                       ;G  ;2200        ;0.007366    ;2208.13     ;    1;   47.42    Mpc ;  -6.40       +6.40    ;T-F     ;2020ApJ...902..145K
692;LEDA 5807466                       ;G  ;11897       ;0.040504    ;12142.72    ;    1;   44.46    Mpc ; -22.01      +22.01    ;T-F     ;2020ApJ...902..145K
================================================================================

